iter	Logloss
344	0.2913119119
345	0.291204662
346	0.291093176
347	0.2909638929
348	0.2908189562
349	0.2906724694
350	0.290563013
351	0.2904598587
352	0.2903256686
353	0.2901642306
354	0.2900665647
355	0.2899415491
356	0.2897981432
357	0.2896173168
358	0.2895290169
359	0.2893635099
360	0.2891986278
361	0.2891289508
362	0.2890013195
363	0.2888654218
364	0.2886475433
365	0.2885426379
366	0.2883878581
367	0.2882713875
368	0.2881129795
369	0.2879750158
370	0.2878628613
371	0.2877180505
372	0.2876030477
373	0.2874801757
374	0.2873183841
375	0.2871819681
376	0.2870502993
377	0.2869103011
378	0.2867298453
379	0.2865604461
380	0.2864397709
381	0.2862851703
382	0.2861539689
383	0.286006649
384	0.2858524335
385	0.2857526991
386	0.2856716846
387	0.2855203513
388	0.2854186188
389	0.2852751208
390	0.2851539806
391	0.2850398666
392	0.284953807
393	0.2848635767
394	0.2847653876
395	0.284636182
396	0.2844754028
397	0.2843561348
398	0.2842790997
399	0.2841489011
400	0.2839962308
401	0.283889412
402	0.2837942941
403	0.2836685423
404	0.2835617865
405	0.2834451149
406	0.2833105663
407	0.2831752281
408	0.2829901874
409	0.2828450254
410	0.2827063352
411	0.2825715613
412	0.2824794902
413	0.282278859
414	0.282179563
415	0.282049747
416	0.2819504995
417	0.2818192739
418	0.2816599334
419	0.2815273806
420	0.2814348808
421	0.2812947131
422	0.2811825416
423	0.2810560002
424	0.2809491306
425	0.2808459182
426	0.2807282608
427	0.2806208608
428	0.2805338711
429	0.2804067218
430	0.2802772909
431	0.280118258
432	0.2800265672
433	0.2798788162
434	0.2797813052
435	0.2796648201
436	0.2795504228
437	0.2794035993
438	0.2793199691
439	0.2792176867
440	0.2790533617
441	0.2788769386
442	0.2787190077
443	0.2785345314
444	0.2783338492
445	0.2782063027
446	0.278062812
447	0.2778766523
448	0.2777938673
449	0.277667263
450	0.2775471593
451	0.2774296497
452	0.2773461042
453	0.2772296046
454	0.2771294536
455	0.2770274813
456	0.276869766
457	0.2767880055
458	0.2767030552
459	0.2765521168
460	0.2764398266
461	0.2763452173
462	0.2762655955
463	0.276184736
464	0.2760668291
465	0.2759467909
466	0.2758378577
467	0.275741984
468	0.2756182595
469	0.2755099294
470	0.2753794134
471	0.2752350289
472	0.2750928849
473	0.2749423145
474	0.2748457942
475	0.2747076053
476	0.27458895
477	0.2744621035
478	0.2742939734
479	0.2741904873
480	0.2740742662
481	0.2739610872
482	0.2738595024
483	0.2737053329
484	0.2735821606
485	0.2734790112
486	0.2733587041
487	0.2732248482
488	0.2731605288
489	0.273030691
490	0.2728962247
491	0.2727852691
492	0.2726721918
493	0.2725880868
494	0.2724587867
495	0.2723639715
496	0.2722392806
497	0.2721161615
498	0.2720197938
499	0.2719562373
500	0.2718693615
501	0.2717492652
502	0.2716782319
503	0.2715234084
504	0.2714516679
505	0.2712865872
506	0.2711323741
507	0.27103667
508	0.2709219821
509	0.2708319164
510	0.2707660324
511	0.270643732
512	0.2705176096
513	0.2704141574
514	0.2703642273
515	0.2702473111
516	0.2701552909
517	0.2700669473
518	0.2699382794
519	0.2698492456
520	0.2697587489
521	0.2696771168
522	0.2695759292
523	0.2694884697
524	0.2694208708
525	0.2693663534
526	0.2692715503
527	0.2691769385
528	0.2690465897
529	0.2689450606
530	0.2688406178
531	0.2687541199
532	0.2686315458
533	0.268537416
534	0.2684119645
535	0.2682967074
536	0.2682082379
537	0.2681556169
538	0.2680885896
539	0.2679621185
540	0.26792029
541	0.2678221784
542	0.2677070593
543	0.2676414151
544	0.2675550818
545	0.267437003
546	0.2672853161
547	0.2671958294
548	0.2670985122
549	0.2669785394
550	0.2669085524
551	0.2668418061
552	0.2667074948
553	0.2665581428
554	0.2664568123
555	0.2663758487
556	0.2662756759
557	0.266191399
558	0.2661285909
559	0.2660069299
560	0.2658815777
561	0.265764492
562	0.2656476218
563	0.2655042109
564	0.2654278492
565	0.2653356498
566	0.2651809208
567	0.2651021976
568	0.2649817815
569	0.2648846726
570	0.2647635348
571	0.2646978808
572	0.2646141512
573	0.2645438155
574	0.2644407823
575	0.2643740481
576	0.2642992365
577	0.2642378986
578	0.2641301231
579	0.2639836411
580	0.2638552033
581	0.2637772503
582	0.2636729044
583	0.2636170209
584	0.2634808156
585	0.263371008
586	0.2632555135
587	0.2631693619
588	0.2630705794
589	0.2629649813
590	0.2628366476
591	0.2627371337
592	0.2626515464
593	0.2625783599
594	0.2625006321
595	0.2624816701
596	0.2624182638
597	0.2623322114
598	0.2622263276
599	0.2621082391
600	0.2620226469
601	0.2619139535
602	0.2618681699
603	0.2617946516
604	0.2616851904
605	0.2615971641
606	0.2614983913
607	0.2613865371
608	0.2613320269
609	0.2612679085
610	0.2611775716
611	0.2610728261
612	0.260989765
613	0.2608711243
614	0.2607560246
615	0.2606684173
616	0.260584959
617	0.2604567997
618	0.2603720214
619	0.2602705674
620	0.2601888772
621	0.2600773015
622	0.2600408257
623	0.2599352834
624	0.2598580763
625	0.2597312128
626	0.2596715073
627	0.2595557391
628	0.259493057
629	0.2594090077
630	0.259336371
631	0.2592329867
632	0.2591511172
633	0.2590704176
634	0.2589917622
635	0.2589416213
636	0.258858536
637	0.2587763614
638	0.2586772907
639	0.258629022
640	0.258549485
641	0.258471033
642	0.2583498322
643	0.2582697236
644	0.2581541782
645	0.2580714295
646	0.2579964726
647	0.2579460096
648	0.2578554377
649	0.2577941773
650	0.2577578299
651	0.2576617262
652	0.2575433156
653	0.2574943833
654	0.2574482654
655	0.2573586431
656	0.2572754802
657	0.2571506682
658	0.25706542
659	0.2569842868
660	0.2568978058
661	0.2567660934
662	0.2566643561
663	0.256556474
664	0.2564425974
665	0.2563949076
666	0.256317858
667	0.2562238808
668	0.2561476474
669	0.2560533457
670	0.2560107979
671	0.2559182788
672	0.2558512588
673	0.2557596116
674	0.255703871
675	0.2556326681
676	0.2555505492
677	0.255444411
678	0.2553880092
679	0.2553060065
680	0.2552505929
681	0.2552195619
682	0.2551254176
683	0.2550186448
684	0.2549450175
685	0.2548725697
686	0.2547850351
687	0.2547243948
688	0.2546650187
689	0.2545834229
690	0.2544956195
691	0.2543945797
692	0.2543449426
693	0.2542705911
694	0.2541597615
695	0.2540522621
696	0.2539710054
697	0.2538700067
698	0.2538523017
699	0.2538079858
700	0.2537065488
701	0.2536150251
702	0.2535442437
703	0.2534777251
704	0.2533810691
705	0.2533672175
706	0.2532560609
707	0.2531735738
708	0.253121786
709	0.2530766853
710	0.2530310955
711	0.2529684424
712	0.2528877137
713	0.2527583458
714	0.2527223738
715	0.2526718019
716	0.2525840977
717	0.2524778433
718	0.2524243552
719	0.2523915052
720	0.2523294818
721	0.252280489
722	0.2522319564
723	0.2521506246
724	0.2520679123
725	0.2519886392
726	0.2519240292
727	0.2518536861
728	0.2517867606
729	0.2516800944
730	0.2516013227
731	0.2514874776
732	0.2514595129
733	0.2513921732
734	0.2512966435
735	0.2512493025
736	0.2511900426
737	0.2511263675
738	0.2510024492
739	0.2509482272
740	0.2508727325
741	0.2507848128
742	0.2507287816
743	0.2506617398
744	0.2505558438
745	0.2505118815
746	0.2504254417
747	0.2503270467
748	0.2502927847
749	0.2502338204
750	0.2501184203
751	0.2500342923
752	0.2499739147
753	0.2498908197
754	0.249842436
755	0.2497858175
756	0.2497404298
757	0.2496900334
758	0.2496153937
759	0.2495462472
760	0.2494620914
761	0.2493409099
762	0.2492713904
763	0.2492083268
764	0.2491965037
765	0.2491291434
766	0.2490708294
767	0.2489961013
768	0.2489407785
769	0.2488533141
770	0.2488379899
771	0.2487655192
772	0.2486900875
773	0.2486349645
774	0.2485579197
775	0.2484865304
776	0.2484014336
777	0.2483531988
778	0.2482633645
779	0.2481988816
780	0.2481435515
781	0.2480421593
782	0.24797609
783	0.2478871361
784	0.247829304
785	0.2477386693
786	0.2476695179
787	0.2475938222
788	0.2475384291
789	0.2474542273
790	0.2473791371
791	0.2473317936
792	0.2472350747
793	0.2471428039
794	0.2470968362
795	0.2470373596
796	0.2469783553
797	0.2468731302
798	0.2468258074
799	0.2467608049
800	0.2466732304
801	0.246630622
802	0.2465428755
803	0.2464519598
804	0.2463830603
805	0.2463272046
806	0.2462710438
807	0.2461825755
808	0.2461143687
809	0.2459977383
810	0.2459879848
811	0.2459132083
812	0.2458718739
813	0.245795873
814	0.2456966243
815	0.2456117261
816	0.245551294
817	0.245466684
818	0.2453833759
819	0.2453370279
820	0.2452517615
821	0.2451920815
822	0.2451242465
823	0.2450471896
824	0.2449535685
825	0.2448635864
826	0.2448179045
827	0.2447011385
828	0.2446327597
829	0.2445893363
830	0.2445515975
831	0.2444850595
832	0.2444433775
833	0.2443820772
834	0.2443112171
835	0.2442802429
836	0.2441989208
837	0.2441586279
838	0.2440988426
839	0.2440598382
840	0.2439895703
841	0.2439283656
842	0.2438476793
843	0.2437695591
844	0.2437098331
845	0.2436673216
846	0.2436232903
847	0.2435848769
848	0.2434904674
849	0.2434732274
850	0.2433969177
851	0.2433092123
852	0.2432323637
853	0.2431652711
854	0.2431541964
855	0.2431102813
856	0.2430378614
857	0.2429438891
858	0.2428825669
859	0.2428229353
860	0.2427696228
861	0.2427268498
862	0.2427040815
863	0.2426463984
864	0.2425781032
865	0.2425242251
866	0.2424973382
867	0.2423983631
868	0.2423416307
869	0.2422898792
870	0.2422203657
871	0.2421687281
872	0.2421182796
873	0.2420784408
874	0.2420050691
875	0.2419253395
876	0.2418710557
877	0.2418055992
878	0.2417332592
879	0.2416664765
880	0.2416356962
881	0.2415437632
882	0.2415048799
883	0.2414392271
884	0.241396844
885	0.2413310653
886	0.2412932357
887	0.2412338656
888	0.2411711157
889	0.2411122688
890	0.2410401347
891	0.240993817
892	0.2409272766
893	0.2408486757
894	0.2407998912
895	0.2407364473
896	0.2406534104
897	0.240565854
898	0.2404923599
899	0.2404550122
900	0.2404157875
901	0.2403861939
902	0.2403092206
903	0.2402313935
904	0.240136244
905	0.240095411
906	0.2400177862
907	0.2399716405
908	0.2399184951
909	0.2398733605
910	0.2397978077
911	0.2397157166
912	0.2396541935
913	0.2395937456
914	0.2395095147
915	0.2394185869
916	0.239357806
917	0.2392718809
918	0.2392340911
919	0.2391556452
920	0.2390803782
921	0.2390288859
922	0.2389768546
923	0.2389227137
924	0.2388714745
925	0.2388213918
926	0.2387572467
927	0.238698045
928	0.2386428385
929	0.2385988508
930	0.2385553269
931	0.2385022772
932	0.2384650421
933	0.2384255618
934	0.2383799392
935	0.2383391692
936	0.2383102102
937	0.2382529147
938	0.2382239048
939	0.2381458028
940	0.2381171829
941	0.2380855367
942	0.2380498371
943	0.2379940832
944	0.2379391395
945	0.2378966498
946	0.2378543854
947	0.2377839552
948	0.2377301352
949	0.2376396518
950	0.2376130216
951	0.2375415233
952	0.2375013285
953	0.2374464271
954	0.2374072677
955	0.2373652697
956	0.2373306577
957	0.2372895183
958	0.237222284
959	0.2371480233
960	0.237118081
961	0.2370978159
962	0.2370780315
963	0.2370212664
964	0.2369703844
965	0.2369043017
966	0.2368591478
967	0.2367926631
968	0.2367376745
969	0.2366937462
970	0.236648338
971	0.2365997411
972	0.2365535397
973	0.2364915091
974	0.2364826372
975	0.2364397225
976	0.2363643731
977	0.2363175141
978	0.2362997061
979	0.2362580363
980	0.2361748904
981	0.2361427743
982	0.2360611035
983	0.2360411786
984	0.235979148
985	0.2359244804
986	0.2358771818
987	0.2358184863
988	0.2357679119
989	0.235726276
990	0.2356615618
991	0.2356216649
992	0.2355637759
993	0.2355018918
994	0.235450655
995	0.2353990307
996	0.2353459446
997	0.2352871971
998	0.2352273027
999	0.2351877727
